ORDEN,AÑO,DISCIPLINA DEPORTIVA,No. GRUPO,BARRIO CLUB,COMUNA CLUB,SEXO,EDAD,ESTRATO,BARRIO DEPORTISTA,COMUNA DEPORTISTA,GRUPO ETAREO
2325,2021,PATINAJE,PATINODROMO ROBERTO GARCIA PEÑA,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,6,3,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2326,2021,PATINAJE,PATINODROMO ROBERTO GARCIA PEÑA,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,13,3,REAL DE MINAS,07. LA CIUDADELA,13 a 17 años
2327,2021,PATINAJE,PATINODROMO ROBERTO GARCIA PEÑA,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,9,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2328,2021,PATINAJE,PATINODROMO ROBERTO GARCIA PEÑA,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,11,3,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2329,2021,PATINAJE,PATINODROMO ROBERTO GARCIA PEÑA,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,9,1,LAGOS DEL CACIQUE,16. LAGOS DEL CACIQUE,3 a 12 años
2330,2021,PATINAJE,VELODROMO ALFONZO FLOREZ,SAN ALONSO,13. ORIENTAL,FEMENINO,7,2,COLSEGUROS NORTE,01. NORTE,3 a 12 años
2331,2021,PATINAJE,VELODROMO ALFONZO FLOREZ,SAN ALONSO,13. ORIENTAL,FEMENINO,7,1,SOTOMAYOR,12. CABECERA DEL LLANO,3 a 12 años
2332,2021,PATINAJE,VELODROMO ALFONZO FLOREZ,SAN ALONSO,13. ORIENTAL,FEMENINO,12,2,SOTOMAYOR,12. CABECERA DEL LLANO,3 a 12 años
2333,2021,PATINAJE,RECREAR AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,11,3,UNIVERSIDAD,03. SAN FRANCISCO,3 a 12 años
2334,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,8,2,EL TEJAR,16. LAGOS DEL CACIQUE,3 a 12 años
2335,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,9,3,GRANADA,04. OCCIDENTAL,3 a 12 años
2336,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,6,3,CAMPO HERMOSO,05. GARCIA ROVIRA,3 a 12 años
2337,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,9,2,CHORRERAS DE DON JUAN,05. GARCIA ROVIRA,3 a 12 años
2338,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,11,3,LA CONCORDIA,06. LA CONCORDIA,3 a 12 años
2339,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,8,3,SANTANDER,04. OCCIDENTAL,3 a 12 años
2340,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,MASCULINO,8,2,COMUNEROS,03. SAN FRANCISCO,3 a 12 años
2341,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,MASCULINO,9,3,ALFONSO LOPEZ,05. GARCIA ROVIRA,3 a 12 años
2342,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,10,3,MUTUALIDAD,03. SAN FRANCISCO,3 a 12 años
2343,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,10,2,MUTUALIDAD,03. SAN FRANCISCO,3 a 12 años
2344,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,9,3,SAN GERARDO,08. SUR OCCIDENTE,3 a 12 años
2345,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,11,2,CHORRERAS DE DON JUAN,05. GARCIA ROVIRA,3 a 12 años
2346,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,8,1,SAN FRANCISCO,03. SAN FRANCISCO,3 a 12 años
2347,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,10,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2348,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,7,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2349,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,7,3,CANDADO,11. SUR,3 a 12 años
2350,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,8,2,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2351,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,8,2,SAN GERARDO,08. SUR OCCIDENTE,3 a 12 años
2352,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,7,3,MUTIS,17. MUTIS,3 a 12 años
2353,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,10,3,ANTONIA SANTOS CENTRO,13. ORIENTAL,3 a 12 años
2354,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,11,3,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2355,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,7,2,PIO XII,04. OCCIDENTAL,3 a 12 años
2356,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,8,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2357,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,12,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2358,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,8,2,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2359,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,10,3,MUTIS,17. MUTIS,3 a 12 años
2360,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,11,2,GRANADA,04. OCCIDENTAL,3 a 12 años
2361,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,7,2,MUTUALIDAD,03. SAN FRANCISCO,3 a 12 años
2362,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,MASCULINO,8,3,MUTIS,17. MUTIS,3 a 12 años
2363,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,8,1,23 DE JUNIO,04. OCCIDENTAL,3 a 12 años
2364,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,12,2,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2365,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,11,3,CAMPO HERMOSO,05. GARCIA ROVIRA,3 a 12 años
2366,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,MASCULINO,12,3,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2367,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,10,3,SAN ALONSO,13. ORIENTAL,3 a 12 años
2368,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,7,3,LA CONCORDIA,06. LA CONCORDIA,3 a 12 años
2369,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,11,3,GAITAN,04. OCCIDENTAL,3 a 12 años
2370,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,8,4,ALVAREZ,13. ORIENTAL,3 a 12 años
2371,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,6,3,ALVAREZ,13. ORIENTAL,3 a 12 años
2372,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,9,1,QUINTA BRIGADA,13. ORIENTAL,3 a 12 años
2373,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,8,3,ALARCON,03. SAN FRANCISCO,3 a 12 años
2374,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,10,2,BUCARAMANGA,08. SUR OCCIDENTE,3 a 12 años
2375,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,12,3,ALVAREZ,13. ORIENTAL,3 a 12 años
2376,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,8,2,SAN FRANCISCO,03. SAN FRANCISCO,3 a 12 años
2377,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,8,2,SAN FRANCISCO,03. SAN FRANCISCO,3 a 12 años
2378,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,8,2,UNIVERSIDAD,03. SAN FRANCISCO,3 a 12 años
2379,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,10,4,ANTONIA SANTOS CENTRO,13. ORIENTAL,3 a 12 años
2380,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,9,2,DANGOND,11. SUR,3 a 12 años
2381,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,8,1,BUENOS AIRES,14. MORRORICO,3 a 12 años
2382,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,10,1,KENNEDY,01. NORTE,3 a 12 años
2383,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,10,1,CABECERA DEL LLANO,12. CABECERA DEL LLANO,3 a 12 años
2384,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,10,1,RICAURTE,06. LA CONCORDIA,3 a 12 años
2385,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,9,1,MORRORICO,14. MORRORICO,3 a 12 años
2386,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,11,2,MIRAMAR,01. NORTE,3 a 12 años
2387,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,8,1,COMUNEROS,03. SAN FRANCISCO,3 a 12 años
2388,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,9,3,ANTONIA SANTOS CENTRO,13. ORIENTAL,3 a 12 años
2389,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,7,3,SAN LUIS,10. PROVENZA,3 a 12 años
2390,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,10,1,BUENOS AIRES,14. MORRORICO,3 a 12 años
2391,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,8,4,ALARCON,03. SAN FRANCISCO,3 a 12 años
2392,2021,PATINAJE,PARQUE RECREATIVO LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,9,3,ALFONSO LOPEZ,05. GARCIA ROVIRA,3 a 12 años
2393,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,6,2,BUCARAMANGA,08. SUR OCCIDENTE,3 a 12 años
2394,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,11,3,LA TRINIDAD,24. CALDAS - REPOSO,3 a 12 años
2395,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,11,2,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2396,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,12,3,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2397,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,7,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2398,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,8,2,DANGOND,11. SUR,3 a 12 años
2399,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,13,3,SIN INFORMACION,SIN INFORMACION,13 a 17 años
2400,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,7,3,CAMPO HERMOSO,05. GARCIA ROVIRA,3 a 12 años
2401,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,MASCULINO,10,3,CAMPO HERMOSO,05. GARCIA ROVIRA,3 a 12 años
2402,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,11,2,PUNTA PARAISO,11. SUR,3 a 12 años
2403,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,13,3,MUTIS,17. MUTIS,13 a 17 años
2404,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,13,3,DIAMANTE II,10. PROVENZA,13 a 17 años
2405,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,7,2,CANELOS,08. SUR OCCIDENTE,3 a 12 años
2406,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,10,2,GAITAN,04. OCCIDENTAL,3 a 12 años
2407,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,12,1,LAGOS DEL CACIQUE,16. LAGOS DEL CACIQUE,3 a 12 años
2408,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,12,2,IGSABELAR,11. SUR,3 a 12 años
2409,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,11,2,CHORRERAS DE DON JUAN,05. GARCIA ROVIRA,3 a 12 años
2410,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,MASCULINO,9,2,MUTIS,17. MUTIS,3 a 12 años
2411,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,6,2,GIRARDOT,04. OCCIDENTAL,3 a 12 años
2412,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,10,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2413,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,MASCULINO,6,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2414,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,6,3,ALFONSO LOPEZ,05. GARCIA ROVIRA,3 a 12 años
2415,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,12,4,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2416,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,9,1,ALVAREZ,13. ORIENTAL,3 a 12 años
2417,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,6,2,LA FERIA,04. OCCIDENTAL,3 a 12 años
2418,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,12,4,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2419,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,11,4,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2420,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,12,1,LA VICTORIA,06. LA CONCORDIA,3 a 12 años
2421,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,13,3,DIAMANTE II,10. PROVENZA,13 a 17 años
2422,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,13,2,SIN INFORMACION,SIN INFORMACION,13 a 17 años
2423,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,6,3,EL PORVENIR,10. PROVENZA,3 a 12 años
2424,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,7,3,ANTONIA SANTOS CENTRO,13. ORIENTAL,3 a 12 años
2425,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,12,3,EL PORVENIR,10. PROVENZA,3 a 12 años
2426,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,7,4,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2427,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,6,3,MUTIS,17. MUTIS,3 a 12 años
2428,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,7,3,JARDINES DE COAVICONSA,11. SUR,3 a 12 años
2429,2021,PATINAJE,PATINODROMO REAL DE MINAS,REAL DE MINAS,07. LA CIUDADELA,FEMENINO,11,3,SAN LUIS,10. PROVENZA,3 a 12 años
2430,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,MASCULINO,8,1,EL PLAN,02. NORORIENTAL,3 a 12 años
2431,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,7,3,COMUNEROS,03. SAN FRANCISCO,3 a 12 años
2432,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,6,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2433,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,7,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2434,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,7,2,DANGOND,11. SUR,3 a 12 años
2435,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,8,N/A,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2436,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,8,1,PROVENZA,10. PROVENZA,3 a 12 años
2437,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,11,3,COMUNEROS,03. SAN FRANCISCO,3 a 12 años
2438,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,9,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2439,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,8,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2440,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,12,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2441,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,MASCULINO,6,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2442,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,MASCULINO,6,4,EL TEJAR,16. LAGOS DEL CACIQUE,3 a 12 años
2443,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,6,1,TOLEDO PLATA,11. SUR,3 a 12 años
2444,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,11,1,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2445,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,10,1,IGSABELAR,11. SUR,3 a 12 años
2446,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,6,3,SANTA MARIA,11. SUR,3 a 12 años
2447,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,MASCULINO,6,2,IGSABELAR,11. SUR,3 a 12 años
2448,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,MASCULINO,10,3,PROVENZA,10. PROVENZA,3 a 12 años
2450,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,10,1,VILLA HELENA II,02. NORORIENTAL,3 a 12 años
2451,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,6,3,EL ROCIO,11. SUR,3 a 12 años
2452,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,10,1,SIN INFORMACION,SIN INFORMACION,3 a 12 años
2453,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,9,3,EL ROCIO,11. SUR,3 a 12 años
2454,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,7,3,EL ROCIO,11. SUR,3 a 12 años
2455,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,10,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2456,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,8,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2457,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,9,3,ANTONIA SANTOS SUR,09. LA PEDREGOSA,3 a 12 años
2458,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,7,3,DIAMANTE II,10. PROVENZA,3 a 12 años
2459,2021,PATINAJE,CANCHA PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,7,3,JARDINES DE COAVICONSA,11. SUR,3 a 12 años
2460,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,7,2,REGADEROS NORTE,02. NORORIENTAL,3 a 12 años
2461,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,9,2,REGADEROS NORTE,02. NORORIENTAL,3 a 12 años
2462,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,8,3,LA TRINIDAD,24. CALDAS - REPOSO,3 a 12 años
2463,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,10,3,DIAMANTE II,10. PROVENZA,3 a 12 años
2464,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,11,4,NUEVO SOTOMAYOR,12. CABECERA DEL LLANO,3 a 12 años
2465,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,8,4,DIAMANTE II,10. PROVENZA,3 a 12 años
2466,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,6,4,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2467,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,6,4,DIAMANTE II,10. PROVENZA,3 a 12 años
2468,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,8,4,DIAMANTE II,10. PROVENZA,3 a 12 años
2469,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,9,3,SAN LUIS,10. PROVENZA,3 a 12 años
2470,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,6,2,SAN PEDRO CLAVER,09. LA PEDREGOSA,3 a 12 años
2471,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,10,2,SAN PEDRO CLAVER,09. LA PEDREGOSA,3 a 12 años
2472,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,9,3,EL PORVENIR,10. PROVENZA,3 a 12 años
2473,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,MASCULINO,6,4,DIAMANTE II,10. PROVENZA,3 a 12 años
2474,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,6,4,SIN INFORMACION,SIN INFORMACION,3 a 12 años
2475,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,11,4,SIN INFORMACION,SIN INFORMACION,3 a 12 años
2476,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,9,3,SAN LUIS,10. PROVENZA,3 a 12 años
2477,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,6,1,SIN INFORMACION,SIN INFORMACION,3 a 12 años
2478,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,10,1,SIN INFORMACION,SIN INFORMACION,3 a 12 años
2479,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,6,4,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2480,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,7,4,SIN INFORMACION,SIN INFORMACION,3 a 12 años
2481,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,MASCULINO,6,4,DIAMANTE II,10. PROVENZA,3 a 12 años
